 Total Nb of available Diagnostics: ndiagt=   318
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
   263 |SIqsw   |  1 |       |SM      U1|W/m^2           |Ocean surface shortwave radiat., >0 decreases theta
   264 |SIatmQnt|  1 |       |SM      U1|W/m^2           |Net atmospheric heat flux, >0 decreases theta
   265 |SItflux |  1 |       |SM      U1|W/m^2           |Same as TFLUX but incl seaice (>0 incr T decr H)
   266 |SIaaflux|  1 |       |SM      U1|W/m^2           |conservative ocn<->seaice adv. heat flux adjust.
   267 |SIhl    |  1 |       |SM      U1|W/m^2           |Latent heat flux into ocean, >0 increases theta
   268 |SIqneto |  1 |       |SM      U1|W/m^2           |Open Ocean Part of SIqnet, turb+rad, >0 decr theta
   269 |SIqneti |  1 |       |SM      U1|W/m^2           |Ice Covered Part of SIqnet, turb+rad, >0 decr theta
   270 |SIempmr |  1 |       |SM      U1|kg/m^2/s        |Ocean surface freshwater flux, > 0 increases salt
   271 |SIfwmelt|  1 |       |SM      U1|kg/m^2/s        |Ocean surface freshwater flux from sea ice melting
   272 |SIfwfrz |  1 |       |SM      U1|kg/m^2/s        |Ocean surface freshwater flux from sea ice freezing
   273 |SIatmFW |  1 |       |SM      U1|kg/m^2/s        |Net freshwater flux from atmosphere & land (+=down)
   274 |SIsnPrcp|  1 |       |SM      U1|kg/m^2/s        |Snow precip. (+=dw) over Sea-Ice (area weighted)
   275 |SIfwSubl|  1 |       |SM      U1|kg/m^2/s        |Potential sublimation freshwater flux, >0 decr. ice
   276 |SIacSubl|  1 |       |SM      U1|kg/m^2/s        |Actual sublimation freshwater flux, >0 decr. ice
   277 |SIrsSubl|  1 |       |SM      U1|kg/m^2/s        |Residual subl. freshwater flux, >0 taken from ocn
   278 |SIactLHF|  1 |       |SM      U1|W/m^2           |Actual latent heat flux over ice
   279 |SImaxLHF|  1 |       |SM      U1|W/m^2           |Maximum latent heat flux over ice
   280 |SIaQbOCN|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by ocean ice flux
   281 |SIaQbATC|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by atm flux over ice
   282 |SIaQbATO|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by open ocn atm flux
   283 |SIdHbOCN|  1 |       |SM      M1|m/s             |HEFF rate of change by ocean ice flux
   284 |SIdSbATC|  1 |       |SM      M1|m/s             |HSNOW rate of change by atm flux over sea ice
   285 |SIdSbOCN|  1 |       |SM      M1|m/s             |HSNOW rate of change by ocean ice flux
   286 |SIdHbATC|  1 |       |SM      M1|m/s             |HEFF rate of change by atm flux over sea ice
   287 |SIdHbATO|  1 |       |SM      M1|m/s             |HEFF rate of change by open ocn atm flux
   288 |SIdHbFLO|  1 |       |SM      M1|m/s             |HEFF rate of change by flooding snow
   289 |SIdAbATO|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by open ocn atm flux
   290 |SIdAbATC|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by atm flux over ice
   291 |SIdAbOCN|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by ocean ice flux
   292 |SIdA    |  1 |       |SM      M1|m^2/m^2/s       |AREA rate of change (net)
   293 |ADVxHEFF|  1 |   294 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff ice thickn
   294 |ADVyHEFF|  1 |   293 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff ice thickn
   295 |DFxEHEFF|  1 |   296 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff ice thickn
   296 |DFyEHEFF|  1 |   295 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff ice thickn
   297 |ADVxAREA|  1 |   298 |UU      M1|m^2/m^2.m^2/s   |Zonal      Advective Flux of fract area
   298 |ADVyAREA|  1 |   297 |VV      M1|m^2/m^2.m^2/s   |Meridional Advective Flux of fract area
   299 |DFxEAREA|  1 |   300 |UU      M1|m^2/m^2.m^2/s   |Zonal      Diffusive Flux of fract area
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   300 |DFyEAREA|  1 |   299 |VV      M1|m^2/m^2.m^2/s   |Meridional Diffusive Flux of fract area
   301 |ADVxSNOW|  1 |   302 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff snow thickn
   302 |ADVySNOW|  1 |   301 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff snow thickn
   303 |DFxESNOW|  1 |   304 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff snow thickn
   304 |DFyESNOW|  1 |   303 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff snow thickn
   305 |ADVxSSLT|  1 |   306 |UU      M1|psu.m^2/s       |Zonal      Advective Flux of seaice salinity
   306 |ADVySSLT|  1 |   305 |VV      M1|psu.m^2/s       |Meridional Advective Flux of seaice salinity
   307 |DFxESSLT|  1 |   308 |UU      M1|psu.m^2/s       |Zonal      Diffusive Flux of seaice salinity
   308 |DFyESSLT|  1 |   307 |VV      M1|psu.m^2/s       |Meridional Diffusive Flux of seaice salinity
   309 |SIuheff |  1 |   310 |UU      M1|m^2/s           |Zonal      Transport of eff ice thickn (centered)
   310 |SIvheff |  1 |   309 |VV      M1|m^2/s           |Meridional Transport of eff ice thickn (centered)
   311 |SIpress |  1 |       |SM      M1|N/m             |SEAICE strength (with upper and lower limit)
   312 |SIzeta  |  1 |       |SM      M1|kg/s            |SEAICE nonlinear bulk viscosity
   313 |SIeta   |  1 |       |SM      M1|kg/s            |SEAICE nonlinear shear viscosity
   314 |SIsig1  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component one
   315 |SIsig2  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component two
   316 |SIshear |  1 |       |SM      M1|1/s             |SEAICE shear deformation rate
   317 |SIdelta |  1 |       |SM      M1|1/s             |SEAICE Delta deformation rate
   318 |SItensil|  1 |       |SM      M1|N/m             |SEAICE maximal tensile strength
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
